title,NER
Pressure Cooker Beef Curry Stew,"[""beef"", ""onion"", ""mushrooms"", ""turmeric"", ""cumin"", ""ginger"", ""garlic"", ""spice"", ""curry"", ""tomatoes"", ""packets"", ""potatos"", ""shot of Worcester sauce"", ""stock"", ""sambal"", ""sweet wine"", ""shot of vinegar"", ""coconut oil"", ""flour""]"
"Kheema (Minced Lamb, Potato And Pea Curry)","[""lean"", ""potatoes"", ""onions"", ""garlic"", ""ginger"", ""green chillies"", ""tomatoes"", ""salt"", ""handful coriander"", ""ground coriander dhaniya"", ""turmeric haldi"", ""ground cumin"", ""Garam Masala""]"
Lamb Curry With Yogurt,"[""peppers"", ""fresh ginger"", ""garlic"", ""onion"", ""coriander seeds Ground"", ""ground turmeric"", ""cumin seeds"", ""yogurt"", ""onion"", ""butter"", ""salt""]"
Spicy Mung Bean Curry With Polenta,"[""polenta"", ""beans"", ""coconut oil"", ""Curry"", ""red pepper""]"
Gujarati Dry Mung Bean Curry,"[""mung beans"", ""baking powder"", ""sunflower oil"", ""mustard seeds"", ""cumin seeds"", ""asafoetida optional"", ""curry"", ""garlic"", ""tomato"", ""turmeric"", ""lemon juice"", ""cinnamon powder"", ""salt"", ""sugar"", ""coriander chopped""]"
Dal Pakwan/ Wheat Crispies With Lentil Curry,"[""curry"", ""salt""]"
Coconut Curry Chicken Skewers,"[""Tyson"", ""cinnamon powder"", ""chicken stock"", ""coconut milk"", ""red chilies"", ""canola oil"", ""kosher salt"", ""garlic"", ""fresh ginger"", ""shallot"", ""curry powder"", ""turmeric"", ""chili powder""]"
Chicken Curry With Coconut Milk And Cashews,"[""oil"", ""chicken thighs"", ""curry"", ""chicken stock"", ""coconut milk"", ""fresh coriander"", ""white rice"", ""peas"", ""cashew nuts""]"
Cauliflower And Pumpkin Madras Curry,"[""vegetable oil"", ""onions"", ""garlic"", ""ginger"", ""curry powder"", ""vegetable stock"", ""tomatoes"", ""lemon juiced"", ""cauliflower"", ""pumpkin"", ""chickpeas"", ""golden raisins"", ""cilantro"", ""red chili"", ""rice""]"
6 Ingredient Lamb And Cashew Curry,"[""onion"", ""garlic"", ""curry powder"", ""cashews"", ""coconut milk"", ""lamb"", ""oil""]"
Simple Vegetable Curry,"[""vegetables"", ""potatoes"", ""cauliflower"", ""tomatoes"", ""curry""]"
Seafood Curry,"[""red chili"", ""cilantro"", ""cumin seeds"", ""cardamom seeds"", ""paprika"", ""black peppercorns"", ""saffron"", ""coarse salt"", ""olive oil"", ""onion"", ""garlic"", ""white wine"", ""other lean"", ""coconut milk"", ""shrimp""]"
Seafood Curry,"[""onions"", ""carrots"", ""celery"", ""garlic"", ""butter"", ""flour plain"", ""curry powder"", ""ginger ground"", ""salt"", ""chicken stock"", ""cream"", ""kilogram"", ""lemon juice""]"
Green Curry With Chicken,"[""oil"", ""chicken breasts"", ""ginger root"", ""onions"", ""clove garlic"", ""chili peppers"", ""green curry"", ""chicken stock"", ""unsweetened coconut milk"", ""scallions"", ""cilantro"", ""lime juice"", ""rice""]"
Vegan Red Thai Curry,"[""coconut oil"", ""coconut milk"", ""red curry"", ""red chilli"", ""coconut palm sugar"", ""red pepper"", ""mushrooms Handful""]"
Curry-Ginger Pork Chops With Balsamic Fennel,"[""apricot preserves"", ""curry powder"", ""olive oil"", ""black pepper"", ""pork chops"", ""fennel"", ""balsamic vinegar""]"
Thai Pumpkin Tofu Curry,"[""canola oil"", ""red curry"", ""coconut milk"", ""sugar"", ""fish sauce"", ""lime leaves"", ""green beans"", ""bell pepper"", ""bamboo shoots"", ""pumpkin"", ""vegetable broth"", ""thai basil"", ""cilantro"", ""lime""]"
Coconut Curry Meatballs,"[""vegetable oil"", ""onion"", ""curry"", ""coconut milk"", ""tomatoes"", ""green beans"", ""cilantro"", ""basmati rice""]"
Crock Pot Massaman Curry,"[""beef"", ""potatoes"", ""brown onion"", ""curry"", ""flour"", ""chicken"", ""coconut cream"", ""fish sauce"", ""lemon juice"", ""brown sugar"", ""white rice""]"
Octopus Curry With Beer,"[""olive oil"", ""onion"", ""garlic"", ""parsley"", ""red pepper"", ""bacon"", ""tomato paste"", ""curry powder"", ""beer mini"", ""salt""]"
Quick Coconut Chicken Curry,"[""chicken breasts"", ""onion"", ""coconut milk"", ""ginger root"", ""thai green curry"", ""coriander leaves"", ""jasmine rice""]"
Quick Chicken Curry With Peanuts,"[""chicken"", ""onion"", ""garlic"", ""ginger dried"", ""curry spices mixed"", ""chicken"", ""carrot"", ""frozen peas"", ""peanut butter"", ""peanuts"", ""coriander leaves"", ""olive oil""]"
Thai Green Curry,"[""coriander"", ""peanut oil"", ""green curry"", ""coconut milk"", ""chicken breasts"", ""fish sauce"", ""brown sugar"", ""lime"", ""basil""]"
Chicken Curry,"[""chicken"", ""onion"", ""tomatoes"", ""curry powder"", ""turmeric"", ""garlic"", ""virgin olive oil"", ""coconut milk"", ""salt"", ""fresh coriander"", ""basmati rice"", ""water"", ""lemon"", ""fresh chives"", ""lemon"", ""salt"", ""flour"", ""butter"", ""water"", ""salt""]"
Red Chicken Curry,"[""red chili peppers"", ""red chili peppers"", ""red onion"", ""garlic"", ""roots washed"", ""galangal grated"", ""only"", ""salt"", ""lime peel"", ""shrimp paste"", ""vegetable oil"", ""coconut cream"", ""palm sugar"", ""fish sauce"", ""coconut milk"", ""lime"", ""chicken"", ""red pepper"", ""green beans"", ""lime juice"", ""cilantro"", ""rice""]"
Coconut Chicken Curry,"[""chicken"", ""red onion"", ""curry powder"", ""coconut milk"", ""tomatoes"", ""broccoli"", ""red pepper"", ""green beans"", ""cashews"", ""long grain white rice""]"
Green Banana Curry,"[""bananas"", ""oil"", ""onion"", ""ginger"", ""tumeric"", ""chilli powder"", ""green"", ""green chillies"", ""water"", ""yoghurt plaln"", ""Garam Masala""]"
Malaysian Chicken Curry,"[""salt"", ""turmeric"", ""chicken"", ""garlic"", ""shallots"", ""gingerroot"", ""tender"", ""vegetable oil"", ""cloves"", ""star anise"", ""cinnamon sticks"", ""black mustard seeds"", ""red curry"", ""light brown sugar"", ""chicken stock"", ""coconut milk"", ""tomatoes"", ""asian eggplants"", ""green beans""]"
Sweet Potato And Lentil Curry,"[""oil"", ""onion"", ""ground cumin"", ""yellow mustard seeds"", ""garlic"", ""curry"", ""vegetable stock"", ""sweet potato"", ""tomatoes"", ""red lentils"", ""chili small"", ""baby spinach"", ""fresh basil"", ""rice"", ""papadums"", ""serve""]"
Shrimp Curry,"[""fish stock"", ""shrimp"", ""oil"", ""garlic"", ""onions"", ""fresh root ginger"", ""red chilies"", ""flour"", ""coconut milk"", ""slightly"", ""ground coriander"", ""lemon juice"", ""green onions"", ""cilantro"", ""basmati rice""]"
Shrimp And Curry Mini Madeleines,"[""shrimp"", ""shallot"", ""olive oil"", ""curry powder"", ""eggs"", ""flour"", ""baking powder"", ""salt"", ""ground black pepper"", ""milk"", ""grated cheese""]"
Raw Vegan Coconut Curry Cauliflower Rice With Pistachio,"[""cauliflower"", ""pistachios"", ""peppers green"", ""handful cilantro"", ""onion powder"", ""garlic"", ""curry powder yellow"", ""white pepper"", ""pink salt"", ""coconut oil""]"
Coconut Fish Curry,"[""curry"", ""heavy cream"", ""cod fillet"", ""lemon juice"", ""red onion"", ""green onion"", ""red chili"", ""cilantro""]"
Mexican Curry,"[""burgers"", ""onion"", ""tomato sauce"", ""water"", ""oregano"", ""garlic salt"", ""chili powder"", ""cumin"", ""pepper"", ""white rice"", ""Fritos"", ""cheese"", ""shredded lettuce"", ""tomatoes"", ""olives"", ""green chilies"", ""cilantro""]"
Asian Fish Curry,"[""peanut oil"", ""potatoes"", ""onion"", ""garlic"", ""yellow curry"", ""water"", ""coconut cream light"", ""fish firm"", ""baby bok choy halved"", ""tomatoes"", ""lime juice"", ""brown sugar"", ""fish sauce"", ""rice"", ""cilantro""]"
Red Curry Coconut Chicken,"[""coconut milk"", ""curry"", ""garlic"", ""ginger grated"", ""fish sauce"", ""chili peppers"", ""sugar"", ""cornstarch"", ""chicken"", ""salt"", ""black pepper"", ""flour"", ""vegetable oil"", ""bell peppers"", ""onion"", ""bamboo shoots"", ""basil"", ""coconut chips"", ""lime"", ""hot sauce""]"
Mixed Vegetable And Chickpea Curry,"[""coriander seeds"", ""cumin seeds"", ""cinnammon stick"", ""shallots"", ""garlic"", ""ghee"", ""chickpeas soaked overnight"", ""butternut"", ""carrots"", ""cassava"", ""cauliflower"", ""orange juice"", ""ground ginger"", ""water"", ""red pepper"", ""cilantro""]"
East Indian Curry,"[""butter"", ""onions"", ""curry powder"", ""lamb"", ""bay leaf"", ""tomatoes"", ""juice"", ""saffron"", ""cardamon"", ""clove garlic"", ""clove"", ""cinnamon"", ""ginger root shaved"", ""lemon juice"", ""salt"", ""Tabasco Pepper""]"
Cantonese-Style Chicken Curry,"[""chicken"", ""cooking oil"", ""onion"", ""ginger"", ""curry powder"", ""cornstarch"", ""potatoes"", ""coconut milk"", ""salt"", ""sugar""]"
Chicken Curry Without Coconut Milk,"[""canola oil"", ""garlic"", ""ginger"", ""onion"", ""chicken kilo"", ""milk"", ""curry powder"", ""salt"", ""pepper"", ""chilli green""]"
Curry Crusted Salmon,"[""bread crumbs"", ""curry"", ""cumin"", ""cilantro"", ""canola oil"", ""salmon""]"
Coconut Chicken Curry,"[""chicken thigh"", ""brown onion"", ""garlic"", ""tumeric"", ""red curry"", ""stem"", ""red chilli"", ""coconut milk"", ""curry"", ""coriander leaves"", ""lime juiced"", ""red bell pepper""]"
Goan Seafood Curry,"[""fish firm"", ""lime"", ""coconut oil"", ""curry"", ""onion"", ""garlic"", ""coconut sugar"", ""coconut cream tins"", ""tomatoes"", ""red chillies"", ""fresh coriander"", ""salt"", ""turmeric powder"", ""cumin powder"", ""chilli powder"", ""coriander powder"", ""mustard seeds"", ""ginger powder""]"
Curry Pad Thai,"[""chicken"", ""sesame oil"", ""vegetable oil"", ""garlic"", ""onion"", ""rice noodles"", ""red bell pepper"", ""yellow bell pepper"", ""fish sauce"", ""rice vinegar"", ""pepper"", ""tumeric"", ""curry powder"", ""eggs"", ""bean sprouts""]"
Thai Shrimp Curry,"[""brown Jasmine rice"", ""water"", ""peanut oil"", ""shallot"", ""garlic"", ""salt"", ""red pepper"", ""carrots"", ""mushrooms"", ""snow peas"", ""tomatoes"", ""shrimp"", ""light coconut milk"", ""red curry"", ""fish sauce"", ""lime organic"", ""lime"", ""green onions""]"
Thai-Curry Fish With Baby Spinach,"[""peanut oil"", ""garlic"", ""ginger"", ""red curry"", ""coconut milk"", ""white sugar"", ""salt"", ""mahi"", ""baby spinach"", ""fish sauce"", ""lime juice""]"
Thai Potato Curry,"[""potatoes"", ""red chiles"", ""ground cumin"", ""ground coriander"", ""fresh ginger"", ""clove garlic"", ""coconut dried"", ""red pepper"", ""oil"", ""snow peas"", ""basil"", ""jasmine rice""]"
Lamb Curry,"[""boneless lamb"", ""pepper"", ""cornstarch"", ""olive oil"", ""yellow onions"", ""garlic"", ""chicken soup"", ""curry powder"", ""ginger"", ""salt""]"
Mutton Curry,"[""mutton"", ""water"", ""peppercorns"", ""thyme"", ""parsley"", ""butter"", ""curry"", ""salt"", ""rice""]"
Green Chicken Curry,"[""oil"", ""onion"", ""green curry"", ""coconut milk"", ""fish sauce"", ""brown sugar"", ""potato"", ""green beans"", ""rotisserie chicken"", ""lime juiced"", ""basmati rice"", ""cilantro""]"
Thai Red Chicken Curry,"[""peanut oil"", ""chicken"", ""onion"", ""red curry"", ""coconut milk"", ""chicken stock"", ""butternut squash"", ""chard"", ""palm sugar"", ""red chili"", ""fish sauce"", ""lime juice"", ""thai basil"", ""bean sprouts"", ""lime wedges"", ""jasmine rice""]"
Lamb Coconut Curry,"[""kilogram"", ""onions"", ""garlic"", ""green mango"", ""ginger grated"", ""coconut milk"", ""cilantro"", ""coconut oil"", ""turmeric powder"", ""cumin powder"", ""salt"", ""water""]"
Curry Barbecued Pork Ribs,"[""pork back ribs"", ""peanut butter"", ""curry powder"", ""soy sauce"", ""cooking oil"", ""ketchup"", ""orange juice""]"
Pork Cutlets With Curry And Coriander,"[""pork cutlets"", ""olive oil"", ""white wine"", ""curry"", ""fresh coriander sprigs"", ""salt"", ""garlic""]"
Curry-Flavored Mashed Butternut Squash,"[""butternut squash"", ""onion"", ""olive oil"", ""curry Madras"", ""chicken"", ""salt"", ""pepper""]"
Hyderabadi Chicken Curry,"[""onion"", ""green chili"", ""ginger paste"", ""garlic"", ""chili powder"", ""turmeric powder"", ""salt"", ""ghee"", ""green cardamom"", ""cloves"", ""cinnamon"", ""bay leaf"", ""plain yogurt"", ""fresh cilantro"", ""milk"", ""poppy seeds Roasted"", ""milk"", ""milk""]"
Kidney Bean And Tomato Curry,"[""vegetable oil"", ""onion"", ""tomato"", ""fresh ginger"", ""ground turmeric"", ""ground coriander"", ""kidney beans"", ""Garam Masala"", ""lemon juice"", ""cilantro""]"
Sweet Potato Curry,"[""sweet potatoes"", ""ginger"", ""garlic"", ""vegetable oil"", ""water"", ""chickpeas"", ""tomatoes"", ""coconut milk"", ""onion"", ""carrots"", ""red curry"", ""tomato paste"", ""salt"", ""ground coriander"", ""jasmine rice"", ""fresh basil"", ""fresh cilantro""]"
Chickpea Curry,"[""olive oil"", ""carrots"", ""onion"", ""garlic"", ""cumin seeds"", ""red curry"", ""coconut milk"", ""chickpeas"", ""frozen peas"", ""green beans"", ""cilantro"", ""brown rice""]"
Coconut Curry Chicken With Plum Wine,"[""extra virgin coconut oil"", ""chicken"", ""coconut milk"", ""rice milk"", ""curry powder"", ""honey"", ""plum wine"", ""fish sauce"", ""cilantro"", ""lime""]"
Perfect Jamaican Curry Chicken,"[""thyme"", ""onion"", ""scallions"", ""garlic"", ""ginger"", ""pepper"", ""chicken"", ""ground cumin"", ""curry powder"", ""coconut oil"", ""potatoes"", ""ground black pepper"", ""chicken""]"
Thai Fish Curry,"[""coconut cream"", ""red curry"", ""yellow pepper"", ""broccoli"", ""white fish"", ""fish sauce"", ""rice"", ""lemon wedges""]"
Super Easy Chicken Curry,"[""chicken breasts"", ""cream of mushroom soup"", ""cream of chicken soup"", ""broccoli"", ""curry powder"", ""red pepper"", ""soup"", ""milk""]"
Aloo Potato Curry,"[""potatoes"", ""onion"", ""garlic"", ""cilantro"", ""olive oil"", ""ginger paste"", ""red curry"", ""water"", ""coconut milk""]"
Chicken And Chickpea Curry,"[""oil"", ""onion"", ""chicken"", ""rogan josh"", ""chicken stock"", ""potatoes"", ""chickpeas"", ""light coconut milk"", ""green beans"", ""tomatoes"", ""cilantro sprigs"", ""yogurt"", ""rice""]"
Frugal Butternut Squash & Pineapple Curry,"[""butternut"", ""onion"", ""pineapple"", ""tomatoes"", ""curry powder"", ""oil""]"
Thai Shrimp Curry,"[""creamed coconut"", ""oil"", ""shallot"", ""red chili"", ""thai green curry paste"", ""shrimp"", ""cucumber"", ""lime leaf"", ""cilantro""]"
Green Chicken Curry,"[""salt"", ""chilli"", ""chicken"", ""onion"", ""green chillies"", ""cilantro"", ""ginger garlic"", ""salt"", ""turmeric"", ""chilli powder"", ""cooking oil spoons"", ""water"", ""cinnamon sticks smalls"", ""smalls"", ""cardamom"", ""garlic"", ""lemon juice Spoon"", ""leaves""]"
Thai Beef Curry,"[""beef"", ""red curry"", ""coconut milk"", ""tomato"", ""zucchini"", ""potatoes"", ""basil"", ""lemon""]"
Slow Cooker Creamy Veal Curry,"[""vegetable oil"", ""white onion"", ""garlic"", ""curry powder"", ""bay leaves"", ""chicken stock"", ""coconut milk"", ""coriander""]"
Slow Cooked Goat Shank Curry,"[""beef"", ""shallots"", ""ginger"", ""garlic"", ""bay leaf"", ""ghee"", ""ground cloves"", ""ground cardamom"", ""coriander powder"", ""cumin powder"", ""turmeric"", ""chili powder kashmiri"", ""paprika"", ""salt"", ""Garam Masala"", ""tomatoes"", ""water""]"
Creamy Chicken Curry,"[""onions"", ""fresh ginger"", ""garlic"", ""red chilies"", ""chicken"", ""olive oil"", ""red bell pepper"", ""Garam Masala"", ""tomatoes"", ""winter"", ""brown sugar"", ""lime juice"", ""brown rice"", ""curry""]"
Chicken Curry,"[""chicken"", ""onions"", ""tomatoes"", ""water"", ""curry powder"", ""nutmeg"", ""cinnamon"", ""chicken"", ""salt"", ""pepper""]"
Prawn Curry,"[""prawns"", ""ground chili"", ""ground coriander"", ""onions ground"", ""ginger juice"", ""yogurt"", ""sugar"", ""tomatoes"", ""salt"", ""ground turmeric"", ""potatoes"", ""oil"", ""cumin"", ""cinnamon"", ""cardamom"", ""onions""]"
Thai Green Curry,"[""chicken washed"", ""green curry"", ""coconut milk"", ""eggplants"", ""straw mushrooms"", ""baby corn"", ""onion"", ""red spur"", ""lime"", ""sweet basil"", ""fish sauce"", ""sugar"", ""cooking oil"", ""sweet basil"", ""red chili"", ""fresh green"", ""shallots"", ""garlic"", ""lemon grass"", ""lime rind"", ""coriander root"", ""white peppercorns"", ""coriander seeds"", ""cumin seeds"", ""salt"", ""shrimp paste""]"
Red Potato Curry Over Lemon-Basil Zucchini,"[""vegetable broth"", ""tomatoes"", ""serrano pepper"", ""white beans"", ""red potatoes"", ""onion"", ""olive oil"", ""ginger"", ""salt"", ""ground cumin"", ""curry ground"", ""cayenne pepper"", ""zucchini"", ""lemon juiced"", ""basil"", ""salt"", ""pepper""]"
Marmita'S Vegetable Curry,"[""indian saffron"", ""ground coriander"", ""paprika"", ""spices"", ""beans black mustard"", ""turmeric"", ""clove"", ""beans white mustard"", ""olive oil"", ""garlic"", ""onions"", ""ginger"", ""cauliflower"", ""frozen peas"", ""chickpeas"", ""light coconut milk"", ""water"", ""basmati rice"", ""lime leaves"", ""lime juice"", ""lime"", ""coriander""]"
Chicken Curry,"[""plain yogurt"", ""ground ginger"", ""garlic"", ""sweet paprika"", ""ground turmeric"", ""ground cumin"", ""Garam Masala"", ""chili powder"", ""chicken"", ""vegetable oil"", ""tomato"", ""cream"", ""cilantro"", ""naan"", ""rice""]"
Prawn Curry & Rice Crepes,"[""rice flour""]"
Shrimp Curry,"[""bacon"", ""olive oil"", ""onion"", ""garlic"", ""coconut milk"", ""shrimp"", ""curry"", ""cornstarch"", ""milk""]"
Coconut Curry With Squid,"[""squid rings"", ""olive oil"", ""garlic"", ""onion"", ""bacon"", ""red pepper"", ""tomato"", ""coconut milk"", ""curry""]"
Chicken Curry,"[""garlic"", ""onion"", ""bacon"", ""olive oil"", ""chicken"", ""coconut milk"", ""curry powder"", ""tomatoes""]"
Coconut Curry With Mushrooms And Pork,"[""sunflower oil"", ""onion"", ""garlic"", ""chilli pepper"", ""lemon grass"", ""yellow curry"", ""coconut milk"", ""beef stock"", ""pork sausage"", ""shiitake mushrooms"", ""onion"", ""fresh coriander sprigs""]"
Slow Cooked Pork Chops And Root Vegetables In Light Green Curry,"[""pork loin chops"", ""vegetable oil"", ""salt"", ""black pepper"", ""rounds"", ""carrots"", ""sweet potato"", ""coconut milk"", ""chicken broth reduced"", ""green curry"", ""brown sugar"", ""water"", ""fresh basil""]"
Instant Pot Thai Pork-Chop Curry,"[""coconut milk"", ""lime juice"", ""brown sugar"", ""fish sauce"", ""olive oil"", ""yellow onion"", ""red Thai curry paste"", ""ginger"", ""chicken broth"", ""cornstarch"", ""red bell pepper"", ""green bell pepper"", ""basil"", ""cauliflower rice""]"
"Deva Naturals ""Beef Curry""","[""beef stew meat"", ""potatoes"", ""onion"", ""tomato"", ""tomato sauce"", ""fresh ginger"", ""garlic"", ""ground cumin"", ""turmeric"", ""pepper cayene"", ""Naturals"", ""salt"", ""olive oil"", ""water"", ""coriander""]"
Thai Green Chicken Curry,"[""chicken thigh"", ""green beans"", ""coconut cream"", ""green chillies"", ""garlic"", ""onions"", ""lemon grass chopped"", ""coriander"", ""oil"", ""water"", ""shrimp paste"", ""ground cumin"", ""ground turmeric""]"
Mum'S Vegetable Curry,"[""brown onion"", ""garlic"", ""curry powder"", ""tomatoes"", ""salt"", ""water"", ""carrot"", ""potato steamed"", ""beans"", ""cauliflower"", ""coconut cream"", ""lemon"", ""raisins""]"
